"","var","varDescrip","module"
"191","mv510","completeness of date information in mv509","men"
"192","mv511","age at first cohabitation","men"
"193","mv512","years since first cohabitation","men"
"194","mv513","cohabitation duration (grouped)","men"
"195","mv525","age at first sex","men"
"196","mv527","time since last sex","men"
"197","mv528","time since last sex (in days)","men"
"198","mv529","time since last sex (in months)","men"
"199","mv531","age at first sex (imputed)","men"
"200","mv532","flag for mv531","men"
"201","mv535","ever been married or in union","men"
"202","mv536","recent sexual activity","men"
"203","mv602","fertility preference","men"
"204","mv603","preferred waiting time for birth of a/another child","men"
"205","mv604","preferred waiting time for birth of a/another child (grouped)","men"
"206","mv605","desire for more children","men"
"207","mv613","ideal number of children","men"
"208","mv614","ideal number of children (grouped)","men"
"209","mv616","desired time for future birth","men"
"210","mv627","ideal number of boys","men"
"211","mv628","ideal number of girls","men"
"212","mv629","ideal number of either sex","men"
"213","mv633b","wife justified refusing sex: husband has other women","men"
"214","mv714","currently working","men"
"215","mv714a","have a job, but currently absent","men"
"216","mv716","occupation","men"
"217","mv717","occupation (grouped)","men"
"218","mv731","worked in last 12 months","men"
"219","mv732","employment all year/seasonal","men"
"220","mv739","person who usually decides how to spend respondent's earnings","men"
"221","mv741","type of earnings from respondent's work","men"
"222","mv743a","person who should have greater say: respondent's health care","men"
"223","mv743b","person who should have greater say: large household purchases","men"
"224","mv744a","beating justified: wife goes out without telling husband","men"
"225","mv744b","beating justified: wife neglects the children","men"
"226","mv744c","beating justified: wife argues with husband","men"
"227","mv744d","beating justified: wife refuses to have sex with husband","men"
"228","mv744e","beating justified: wife burns food","men"
"229","mv745a","owns a house alone or jointly","men"
"230","mv745b","owns land alone or jointly","men"
"231","mv750","ever heard of a sexually transmitted infection (sti)","men"
"232","mv751","ever heard of aids","men"
"233","mv754cp","reduce risk of getting hiv: always use condoms during sex","men"
"234","mv754dp","reduce risk of getting hiv: have 1 sex partner only, who has no other partners","men"
"235","mv754jp","can get hiv from mosquito bites","men"
"236","mv754wp","can get hiv by sharing food with person who has aids","men"
"237","mv756","a healthy looking person can have hiv","men"
"238","mv761","condom used during last sex with most recent partner","men"
"239","mv761b","condom used during last sex with 2nd to most recent partner","men"
"240","mv761c","condom used during last sex with 3rd to most recent partner","men"
"241","mv762aa","source for condoms: government hospital","men"
"242","mv762ab","source for condoms: provincial / district hospital","men"
"243","mv762ac","source for condoms: health center","men"
"244","mv762ad","source for condoms: health post","men"
"245","mv762ae","source for condoms: outreach","men"
"246","mv762af","source for condoms: community health worker","men"
"247","mv762ag","source for condoms: youth center","men"
"248","mv762ai","source for condoms: other public health facility","men"
"249","mv762aj","source for condoms: private hospital/clinic","men"
"250","mv762ak","source for condoms: pharmacy","men"
"251","mv762am","source for condoms: polyclinic","men"
"252","mv762an","source for condoms: dispensary","men"
"253","mv762ao","source for condoms: family planning clinic","men"
"254","mv762ap","source for condoms: other private health facility","men"
"255","mv762as","source for condoms: kiosk / shop / bar","men"
"256","mv762at","source for condoms: traditional healer","men"
"257","mv762av","source for condoms: friend / relative","men"
"258","mv762ax","source for condoms: other","men"
"259","mv762az","don't know any source for condoms","men"
"260","mv762ba","source for female condoms: government hospital","men"
"261","mv762bb","source for female condoms: provincial / district hospital","men"
"262","mv762bc","source for female condoms: health center","men"
"263","mv762bd","source for female condoms: health post","men"
"264","mv762be","source for female condoms: outreach","men"
"265","mv762bf","source for female condoms: community health worker","men"
"266","mv762bg","source for female condoms: youth center","men"
"267","mv762bi","source for female condoms: other public health facility","men"
"268","mv762bj","source for female condoms: private hospital/clinic","men"
"269","mv762bk","source for female condoms: pharmacy","men"
"270","mv762bm","source for female condoms: polyclinic","men"
"271","mv762bn","source for female condoms: dispensary","men"
"272","mv762bo","source for female condoms: family planning clinic","men"
"273","mv762bp","source for female condoms: other private health facility","men"
"274","mv762bs","source for female condoms: kiosk / shop / bar","men"
"275","mv762bt","source for female condoms: traditional healer","men"
"276","mv762bv","source for female condoms: friend relative","men"
"277","mv762bx","source for female condoms: other","men"
"278","mv762bz","don't know any source for female condoms","men"
"279","mv763a","had any sti in last 12 months","men"
"280","mv763b","had genital sore/ulcer in last 12 months","men"
"281","mv763c","had genital discharge in last 12 months","men"
"282","mv766a","number of sex partners, excluding spouse, in last 12 months","men"
"283","mv766b","number of sex partners, including spouse, in last 12 months","men"
"284","mv767a","relationship with most recent sex partner","men"
"285","mv767b","relationship with 2nd to most recent sex partner","men"
"286","mv767c","relationship with 3rd to most recent sex partner","men"
"287","mv769","can get a condom","men"
"288","mv769a","can get a female condom","men"
"289","mv770","sought advice/treatment for last sti infection","men"
"290","mv770a","sought sti advice/treatment from: government hospital","men"
"291","mv770b","sought sti advice/treatment from: provincial / district hospital","men"
"292","mv770c","sought sti advice/treatment from: health center","men"
"293","mv770d","sought sti advice/treatment from: health post","men"
"294","mv770e","sought sti advice/treatment from: outreach","men"
"295","mv770f","sought sti advice/treatment from: community health worker","men"
"296","mv770g","sought sti advice/treatment from: youth center","men"
"297","mv770i","sought sti advice/treatment from: other public health facility","men"
"298","mv770j","sought sti advice/treatment from: clinic","men"
"299","mv770k","sought sti advice/treatment from: pharmacy","men"
"300","mv770m","sought sti advice/treatment from: polyclinic","men"
"301","mv770n","sought sti advice/treatment from: dispensary","men"
"302","mv770o","sought sti advice/treatment from: family planning clinic","men"
"303","mv770p","sought sti advice/treatment from: other private health facility","men"
"304","mv770s","sought sti advice/treatment from: kiosk / shop / bar","men"
"305","mv770t","sought sti advice/treatment from: traditional healer","men"
"306","mv770v","sought sti advice/treatment from: friend relative","men"
"307","mv770x","sought sti advice/treatment from: other","men"
"308","mv774a","hiv transmitted during pregnancy","men"
"309","mv774b","hiv transmitted during delivery","men"
"310","mv774c","hiv transmitted by breastfeeding","men"
"311","mv777","would want hiv infection in family to remain secret","men"
"312","mv778","willing to care for relative with aids","men"
"313","mv779","a female teacher infected with hiv, but is not sick, should be allowed to contin","men"
"314","mv780","children should be taught about condoms to avoid aids","men"
"315","mv781","ever been tested for hiv","men"
"316","mv783","know a place to get hiv test","men"
"317","mv784a","place for hiv test: government hospital","men"
"318","mv784b","place for hiv test: provincial / district hospital","men"
"319","mv784c","place for hiv test: health center","men"
"320","mv784d","place for hiv test: health post","men"
"321","mv784e","place for hiv test: outreach","men"
"322","mv784f","place for hiv test: community health worker","men"
"323","mv784g","place for hiv test: youth center","men"
"324","mv784h","place for hiv test: correctional facility","men"
"325","mv784i","place for hiv test: other public health facility","men"
"326","mv784j","place for hiv test: clinic","men"
"327","mv784k","place for hiv test: pharmacy","men"
"328","mv784m","place for hiv test: polyclinic","men"
"329","mv784n","place for hiv test: dispensary","men"
"330","mv784o","place for hiv test: family planning clinic","men"
"331","mv784p","place for hiv test: other private health facility","men"
"332","mv784s","place for hiv test: kiosk / shop / bar","men"
"333","mv784t","place for hiv test: traditional healer","men"
"334","mv784v","place for hiv test: friend relative","men"
"335","mv784x","place for hiv test: other","men"
"336","mv785","heard about other stis","men"
"337","mv791","have ever paid anyone in exchange for sex","men"
"338","mv793","paid for sex in last 12 months","men"
"339","mv793a","condom used last time paid for sex in last 12 months","men"
"340","mv793b","condom used every time paid for sex in last 12 months","men"
"341","mv822","wife justified asking husband to use condom if he has sti","men"
"342","mv823","can get hiv by witchcraft or supernatural means","men"
"343","mv824","drugs to avoid hiv transmission to baby during pregnancy","men"
"344","mv825","would buy vegetables from vendor with hiv","men"
"345","mv826a","months ago most recent hiv test","men"
"346","mv828","received result from last hiv test","men"
"347","mv829","place where last hiv test was taken","men"
"348","mv832b","time since last sex with 2nd to most recent partner","men"
"349","mv832c","time since last sex with 3rd to most recent partner","men"
"350","mv833a","used condom every time had sex with most recent partner in last 12 months","men"
"351","mv833b","used condom every time had sex with 2nd to most recent partner in last 12 months","men"
"352","mv833c","used condom every time had sex with 3rd to most recent partner in last 12 months","men"
"353","mv834a","age of most recent partner","men"
"354","mv834b","age of 2nd to most recent partner","men"
"355","mv834c","age of 3rd to most recent partner","men"
"356","mv836","total lifetime number of sex partners","men"
"357","mv852a","how long ago first had sex with most recent partner","men"
"358","mv852b","how long ago first had sex with 2nd most recent partner","men"
"359","mv852c","how long ago first had sex with 3rd most recent partner","men"
"360","mv853a","times in last 12 months had sex with most recent partner","men"
"361","mv853b","times in last 12 months had sex with 2nd most recent partner","men"
"362","mv853c","times in last 12 months had sex with 3rd most recent partner","men"
"363","mv854a","concurrent sexual partners","men"
"364","mv854b","cumulative concurrent sexual partners","men"
"365","md005","weight for domestic violence (6 decimals)","men"
"366","md101a","wife/partner jealous if respondent talks with other women","men"
"367","md101b","wife/partner accuses respondent of unfaithfulness","men"
"368","md101c","wife/partner does not permit respondent to meet friends","men"
"369","md101d","wife/partner tries to limit respondent's contact with family","men"
"370","md101e","wife/partner insists on knowing where respondent is","men"
"371","md102","number of control issues answered 'yes'  (d101x = 1)***","men"
"372","md103a","ever been humiliated by wife/partner","men"
"373","md103b","ever been threatened with harm by wife/partner","men"
"374","md103c","ever been insulted or made to feel bad by wife/partner","men"
"375","md104","experienced any emotional violence (d103x series)***","men"
"376","md105a","ever been pushed, shook or had something thrown by wife/partner","men"
"377","md105b","ever been slapped by wife/partner","men"
"378","md105c","ever been punched with fist or hit by something harmful by wife/partner","men"
"379","md105d","ever been kicked or dragged by wife/partner","men"
"380","md105e","ever been strangled or burnt by wife/partner","men"
"381","md105f","ever been threatened with knife/gun or other weapon by wife/partner","men"
"382","md105h","ever been physically forced into unwanted sex by wife/partner","men"
"383","md105i","ever been forced into other unwanted sexual acts by wife/partner","men"
"384","md105j","ever had arm twisted or hair pulled by wife/partner","men"
"385","md105k","ever been physically forced to perform sexual acts respondent didn't want to","men"
"386","md106","experienced any less severe violence (d105a-c,j) by wife/partner","men"
"387","md107","experienced any severe violence (d105d-f) by wife/partner","men"
"388","md108","experienced any sexual violence (d105h-i,k) by wife/partner","men"
"389","md109","timing of first event (from d105 series) in years after marriage","men"
"390","md110a","ever had bruises because of wife/partner's actions","men"
"391","md110b","ever had eye injuries, sprains, dislocations or burns because of wife/partner's ","men"
"392","md110d","ever had wounds, broken bones, broken teeth or other serious injury because of w","men"
"393","md111","experienced any of listed wife/partner's actions (d110x series)***","men"
"394","md112","respondent ever physically hurt wife/partner when he was not hurting her","men"
"395","md112a","frequency of physically hurting wife/partner in last 12 months","men"
"396","md113","wife/partner drinks alcohol","men"
"397","md114","frequency of wife/partner being drunk","men"
"398","md115b","mother/step-mother: person who has ever physically hurt respondent","men"
"399","md115c","father/step-father: person who has ever physically hurt respondent","men"
"400","md115d","daughter/son: person who has ever physically hurt respondent","men"
"401","md115f","sister/brother: person who has ever physically hurt respondent","men"
"402","md115g","other relative: person who has ever physically hurt respondent","men"
"403","md115k","current girlfriend: person who has ever physically hurt respondent","men"
"404","md115l","former girlfriend: person who has ever physically hurt respondent","men"
"405","md115o","mother-in-law: person who has ever physically hurt respondent","men"
"406","md115p","father-in-law: person who has ever physically hurt respondent","men"
"407","md115q","other in-law: person who has ever physically hurt respondent","men"
"408","md115u","neighbor: person who has ever physically hurt respondent","men"
"409","md115v","teacher: person who has ever physically hurt respondent","men"
"410","md115w","employer: person who has ever physically hurt respondent","men"
"411","md115x","other: person who has ever physically hurt respondent","men"
"412","md115y","no person other than husband/partner ever physically hurt respondent","men"
"413","md115xa","stranger: person who has ever physically hurt respondent","men"
"414","md115xe","police/soldier: person who hurt respondent during a pregnancy","men"
"415","md117a","frequency of being hit in last 12 months by other than wife/partner","men"
"416","md119h","own family: person respondent went to seek help","men"
"417","md119i","wife/partner family: person respondent went to seek help","men"
"418","md119j","current/former wife/partner: person respondent went to seek help","men"
"419","md119k","current/former girlfriend: person respondent went to seek help","men"
"420","md119u","neighbor: person respondent went to seek help","men"
"421","md119x","other: person respondent went to seek help","men"
"422","md119y","respondent did not seek help from anyone","men"
"423","md119xb","social service organization: person respondent went to seek help","men"
"424","md119xd","friend: person respondent went to seek help","men"
"425","md119xe","police: person respondent went to seek help","men"
"426","md119xf","religious leader: person respondent went to seek help","men"
"427","md119xg","lawyer: person respondent went to seek help","men"
"428","md119xh","doctor: person respondent went to seek help","men"
"429","md119xi","local leader: person respondent went to seek help","men"
"430","md121","respondent's father ever beat his mother","men"
"431","md122a","interview interrupted: wife's presence","men"
"432","md122b","interview interrupted: other adult female's presence","men"
"433","md122c","interview interrupted: adult male's presence","men"
"434","md124","ever forced to have sex by anyone other than husband/partner in last 12 months","men"
"435","md125","ever forced to perform unwanted sexual acts","men"
"436","md126","age at first forced sexual act","men"
"437","md127","person who forced respondent into first sexual act","men"
"438","md128","ever told anyone else about violence","men"
"439","md129","respondent afraid of wife/partner most of the time, sometimes or never","men"
"440","md130a","previous wife/partner: ever hit, slap, kick or physically hurt respondent","men"
"441","md130b","previous wife/partner: physically forced to have sex or to perform sexual acts","men"
"442","smlang","language of the interview","men"
"443","smtrans","translator used","men"
"444","smdistrict","district","men"
"445","sm105","highest educational level","men"
"446","sm106","highest grade/form/year at that level","men"
"447","sm106a","highest educational level - report","men"
"448","sm115","numbers of trips away during last 12 months","men"
"449","sm205aa","boarding school: where sons/daughters live","men"
"450","sm205ab","relative: where sons/daughters live","men"
"451","sm205ac","in the street: where sons/daughters live","men"
"452","sm205ad","work: where sons/daughters live","men"
"453","sm205ae","married: where sons/daughters live","men"
"454","sm205ax","other: where sons/daughters live","men"
"455","sm205az","don't know: where sons/daughters live","men"
"456","sm302d","read in family planning brochure/pamphlet","men"
"457","sm424a1","last sexual partner: number of times had sex with in last month","men"
"458","sm424a2","second to last sexual partner: number of times had sex with in last month","men"
"459","sm424a3","third to last sexual partner: number of times had sex with in last month","men"
"460","sm427a","total number of partners in the last 12 months for respondents with 3 or more pa","men"
"461","sm614e","beating justified: wife has sex with someone else","men"
"462","sm615a","beating a son justified: if he disobeys","men"
"463","sm615b","beating a son justified: if he is impolite","men"
"464","sm615c","beating a son justified: if he embarrassed the family","men"
"465","sm707a","men reduce changes on aids by getting circumcised","men"
"466","sm711a","tested for aids for prenuptial purposes","men"
"467","sm711c","tested for aids as a couple","men"
"468","sm711d","tested for aids told each other results","men"
"469","sm814a","have the following symptom - cough","men"
"470","sm814b","have the following symptom - fever","men"
"471","sm814c","have the following symptom - drenching night sweats","men"
"472","sm814d","have the following symptom - unexpected weight loss","men"
"473","sm814e","have the following symptom - general fatigue or malaise","men"
"474","sm814f","have the following symptom - chest pain","men"
"475","sm816","have you ever sought help or care for symptom(s)","men"
"476","sm817a","sought advice/treatment from: referral hospital","men"
"477","sm817b","sought advice/treatment from: provincial/district hospital","men"
"478","sm817c","sought advice/treatment from: health center","men"
"479","sm817d","sought advice/treatment from: health post","men"
"480","sm817e","sought advice/treatment from: outreach","men"
"481","sm817f","sought advice/treatment from: community health worker","men"
"482","sm817i","sought advice/treatment from: other public health facility","men"
"483","sm817j","sought advice/treatment from: clinic","men"
"484","sm817k","sought advice/treatment from: pharmacy","men"
"485","sm817m","sought advice/treatment from: polyclinic","men"
"486","sm817n","sought advice/treatment from: dispensary","men"
"487","sm817o","sought advice/treatment from: family planning clinic","men"
"488","sm817p","sought advice/treatment from: other private health facility","men"
"489","sm817s","sought advice/treatment from: kiosk, shop, bar","men"
"490","sm817t","sought advice/treatment from: traditional healer","men"
"491","sm817v","sought advice/treatment from: friend, relative","men"
"492","sm817x","sought advice/treatment from: other","men"
"493","smv044","selection for male domestic violence module","men"
"494","smdvm18","person or persons physically hurt you in the last 12 months","men"
"495","smdvm18c","main person (besides wife/partner) who hurt respondent in last 12 months","men"
"496","smdvm24","anyone (besides wife/partner) forced respondent to have intercourse in last 12 m","men"
"497","smdvm24a","person (besides wife/partner) who forced respondent to have intercourse in last ","men"
"498","smhv044","household selected for domestic violence","men"
