"","var","varDescrip","module"
"313","hv108_20","education completed in single years","hh"
"314","hv108_21","education completed in single years","hh"
"315","hv108_22","education completed in single years","hh"
"316","hv109_01","educational attainment","hh"
"317","hv109_02","educational attainment","hh"
"318","hv109_03","educational attainment","hh"
"319","hv109_04","educational attainment","hh"
"320","hv109_05","educational attainment","hh"
"321","hv109_06","educational attainment","hh"
"322","hv109_07","educational attainment","hh"
"323","hv109_08","educational attainment","hh"
"324","hv109_09","educational attainment","hh"
"325","hv109_10","educational attainment","hh"
"326","hv109_11","educational attainment","hh"
"327","hv109_12","educational attainment","hh"
"328","hv109_13","educational attainment","hh"
"329","hv109_14","educational attainment","hh"
"330","hv109_15","educational attainment","hh"
"331","hv109_16","educational attainment","hh"
"332","hv109_17","educational attainment","hh"
"333","hv109_18","educational attainment","hh"
"334","hv109_19","educational attainment","hh"
"335","hv109_20","educational attainment","hh"
"336","hv109_21","educational attainment","hh"
"337","hv109_22","educational attainment","hh"
"338","hv111_01","mother alive","hh"
"339","hv111_02","mother alive","hh"
"340","hv111_03","mother alive","hh"
"341","hv111_04","mother alive","hh"
"342","hv111_05","mother alive","hh"
"343","hv111_06","mother alive","hh"
"344","hv111_07","mother alive","hh"
"345","hv111_08","mother alive","hh"
"346","hv111_09","mother alive","hh"
"347","hv111_10","mother alive","hh"
"348","hv111_11","mother alive","hh"
"349","hv111_12","mother alive","hh"
"350","hv111_13","mother alive","hh"
"351","hv111_14","mother alive","hh"
"352","hv111_15","mother alive","hh"
"353","hv111_16","mother alive","hh"
"354","hv111_17","mother alive","hh"
"355","hv111_18","mother alive","hh"
"356","hv111_19","mother alive","hh"
"357","hv111_20","mother alive","hh"
"358","hv111_21","mother alive","hh"
"359","hv111_22","mother alive","hh"
"360","hv112_01","mother's line number","hh"
"361","hv112_02","mother's line number","hh"
"362","hv112_03","mother's line number","hh"
"363","hv112_04","mother's line number","hh"
"364","hv112_05","mother's line number","hh"
"365","hv112_06","mother's line number","hh"
"366","hv112_07","mother's line number","hh"
"367","hv112_08","mother's line number","hh"
"368","hv112_09","mother's line number","hh"
"369","hv112_10","mother's line number","hh"
"370","hv112_11","mother's line number","hh"
"371","hv112_12","mother's line number","hh"
"372","hv112_13","mother's line number","hh"
"373","hv112_14","mother's line number","hh"
"374","hv112_15","mother's line number","hh"
"375","hv112_16","mother's line number","hh"
"376","hv112_17","mother's line number","hh"
"377","hv112_18","mother's line number","hh"
"378","hv112_19","mother's line number","hh"
"379","hv112_20","mother's line number","hh"
"380","hv112_21","mother's line number","hh"
"381","hv112_22","mother's line number","hh"
"382","hv113_01","father alive","hh"
"383","hv113_02","father alive","hh"
"384","hv113_03","father alive","hh"
"385","hv113_04","father alive","hh"
"386","hv113_05","father alive","hh"
"387","hv113_06","father alive","hh"
"388","hv113_07","father alive","hh"
"389","hv113_08","father alive","hh"
"390","hv113_09","father alive","hh"
"391","hv113_10","father alive","hh"
"392","hv113_11","father alive","hh"
"393","hv113_12","father alive","hh"
"394","hv113_13","father alive","hh"
"395","hv113_14","father alive","hh"
"396","hv113_15","father alive","hh"
"397","hv113_16","father alive","hh"
"398","hv113_17","father alive","hh"
"399","hv113_18","father alive","hh"
"400","hv113_19","father alive","hh"
"401","hv113_20","father alive","hh"
"402","hv113_21","father alive","hh"
"403","hv113_22","father alive","hh"
"404","hv114_01","father's line number","hh"
"405","hv114_02","father's line number","hh"
"406","hv114_03","father's line number","hh"
"407","hv114_04","father's line number","hh"
"408","hv114_05","father's line number","hh"
"409","hv114_06","father's line number","hh"
"410","hv114_07","father's line number","hh"
"411","hv114_08","father's line number","hh"
"412","hv114_09","father's line number","hh"
"413","hv114_10","father's line number","hh"
"414","hv114_11","father's line number","hh"
"415","hv114_12","father's line number","hh"
"416","hv114_13","father's line number","hh"
"417","hv114_14","father's line number","hh"
"418","hv114_15","father's line number","hh"
"419","hv114_16","father's line number","hh"
"420","hv114_17","father's line number","hh"
"421","hv114_18","father's line number","hh"
"422","hv114_19","father's line number","hh"
"423","hv114_20","father's line number","hh"
"424","hv114_21","father's line number","hh"
"425","hv114_22","father's line number","hh"
"426","hv115_01","current marital status","hh"
"427","hv115_02","current marital status","hh"
"428","hv115_03","current marital status","hh"
"429","hv115_04","current marital status","hh"
"430","hv115_05","current marital status","hh"
"431","hv115_06","current marital status","hh"
"432","hv115_07","current marital status","hh"
"433","hv115_08","current marital status","hh"
"434","hv115_09","current marital status","hh"
"435","hv115_10","current marital status","hh"
"436","hv115_11","current marital status","hh"
"437","hv115_12","current marital status","hh"
"438","hv115_13","current marital status","hh"
"439","hv115_14","current marital status","hh"
"440","hv115_15","current marital status","hh"
"441","hv115_16","current marital status","hh"
"442","hv115_17","current marital status","hh"
"443","hv115_18","current marital status","hh"
"444","hv115_19","current marital status","hh"
"445","hv115_20","current marital status","hh"
"446","hv115_21","current marital status","hh"
"447","hv115_22","current marital status","hh"
"448","hv116_01","currently, formerly, never married","hh"
"449","hv116_02","currently, formerly, never married","hh"
"450","hv116_03","currently, formerly, never married","hh"
"451","hv116_04","currently, formerly, never married","hh"
"452","hv116_05","currently, formerly, never married","hh"
"453","hv116_06","currently, formerly, never married","hh"
"454","hv116_07","currently, formerly, never married","hh"
"455","hv116_08","currently, formerly, never married","hh"
"456","hv116_09","currently, formerly, never married","hh"
"457","hv116_10","currently, formerly, never married","hh"
"458","hv116_11","currently, formerly, never married","hh"
"459","hv116_12","currently, formerly, never married","hh"
"460","hv116_13","currently, formerly, never married","hh"
"461","hv116_14","currently, formerly, never married","hh"
"462","hv116_15","currently, formerly, never married","hh"
"463","hv116_16","currently, formerly, never married","hh"
"464","hv116_17","currently, formerly, never married","hh"
"465","hv116_18","currently, formerly, never married","hh"
"466","hv116_19","currently, formerly, never married","hh"
"467","hv116_20","currently, formerly, never married","hh"
"468","hv116_21","currently, formerly, never married","hh"
"469","hv116_22","currently, formerly, never married","hh"
"470","hv117_01","eligibility for female interview","hh"
"471","hv117_02","eligibility for female interview","hh"
"472","hv117_03","eligibility for female interview","hh"
"473","hv117_04","eligibility for female interview","hh"
"474","hv117_05","eligibility for female interview","hh"
"475","hv117_06","eligibility for female interview","hh"
"476","hv117_07","eligibility for female interview","hh"
"477","hv117_08","eligibility for female interview","hh"
"478","hv117_09","eligibility for female interview","hh"
"479","hv117_10","eligibility for female interview","hh"
"480","hv117_11","eligibility for female interview","hh"
"481","hv117_12","eligibility for female interview","hh"
"482","hv117_13","eligibility for female interview","hh"
"483","hv117_14","eligibility for female interview","hh"
"484","hv117_15","eligibility for female interview","hh"
"485","hv117_16","eligibility for female interview","hh"
"486","hv117_17","eligibility for female interview","hh"
"487","hv117_18","eligibility for female interview","hh"
"488","hv117_19","eligibility for female interview","hh"
"489","hv117_20","eligibility for female interview","hh"
"490","hv117_21","eligibility for female interview","hh"
"491","hv117_22","eligibility for female interview","hh"
"492","hv118_01","eligibility for male interview","hh"
"493","hv118_02","eligibility for male interview","hh"
"494","hv118_03","eligibility for male interview","hh"
"495","hv118_04","eligibility for male interview","hh"
"496","hv118_05","eligibility for male interview","hh"
"497","hv118_06","eligibility for male interview","hh"
"498","hv118_07","eligibility for male interview","hh"
"499","hv118_08","eligibility for male interview","hh"
"500","hv118_09","eligibility for male interview","hh"
"501","hv118_10","eligibility for male interview","hh"
"502","hv118_11","eligibility for male interview","hh"
"503","hv118_12","eligibility for male interview","hh"
"504","hv118_13","eligibility for male interview","hh"
"505","hv118_14","eligibility for male interview","hh"
"506","hv118_15","eligibility for male interview","hh"
"507","hv118_16","eligibility for male interview","hh"
"508","hv118_17","eligibility for male interview","hh"
"509","hv118_18","eligibility for male interview","hh"
"510","hv118_19","eligibility for male interview","hh"
"511","hv118_20","eligibility for male interview","hh"
"512","hv118_21","eligibility for male interview","hh"
"513","hv118_22","eligibility for male interview","hh"
"514","hv120_01","children eligibility for height/weight and hemoglobin","hh"
"515","hv120_02","children eligibility for height/weight and hemoglobin","hh"
"516","hv120_03","children eligibility for height/weight and hemoglobin","hh"
"517","hv120_04","children eligibility for height/weight and hemoglobin","hh"
"518","hv120_05","children eligibility for height/weight and hemoglobin","hh"
"519","hv120_06","children eligibility for height/weight and hemoglobin","hh"
"520","hv120_07","children eligibility for height/weight and hemoglobin","hh"
"521","hv120_08","children eligibility for height/weight and hemoglobin","hh"
"522","hv120_09","children eligibility for height/weight and hemoglobin","hh"
"523","hv120_10","children eligibility for height/weight and hemoglobin","hh"
"524","hv120_11","children eligibility for height/weight and hemoglobin","hh"
"525","hv120_12","children eligibility for height/weight and hemoglobin","hh"
"526","hv120_13","children eligibility for height/weight and hemoglobin","hh"
"527","hv120_14","children eligibility for height/weight and hemoglobin","hh"
"528","hv120_15","children eligibility for height/weight and hemoglobin","hh"
"529","hv120_16","children eligibility for height/weight and hemoglobin","hh"
"530","hv120_17","children eligibility for height/weight and hemoglobin","hh"
"531","hv120_18","children eligibility for height/weight and hemoglobin","hh"
"532","hv120_19","children eligibility for height/weight and hemoglobin","hh"
"533","hv120_20","children eligibility for height/weight and hemoglobin","hh"
"534","hv120_21","children eligibility for height/weight and hemoglobin","hh"
"535","hv120_22","children eligibility for height/weight and hemoglobin","hh"
"536","hv121_01","member attended school during current school year","hh"
"537","hv121_02","member attended school during current school year","hh"
"538","hv121_03","member attended school during current school year","hh"
"539","hv121_04","member attended school during current school year","hh"
"540","hv121_05","member attended school during current school year","hh"
"541","hv121_06","member attended school during current school year","hh"
"542","hv121_07","member attended school during current school year","hh"
"543","hv121_08","member attended school during current school year","hh"
"544","hv121_09","member attended school during current school year","hh"
"545","hv121_10","member attended school during current school year","hh"
"546","hv121_11","member attended school during current school year","hh"
"547","hv121_12","member attended school during current school year","hh"
"548","hv121_13","member attended school during current school year","hh"
"549","hv121_14","member attended school during current school year","hh"
"550","hv121_15","member attended school during current school year","hh"
"551","hv121_16","member attended school during current school year","hh"
"552","hv121_17","member attended school during current school year","hh"
"553","hv121_18","member attended school during current school year","hh"
"554","hv121_19","member attended school during current school year","hh"
"555","hv121_20","member attended school during current school year","hh"
"556","hv121_21","member attended school during current school year","hh"
"557","hv121_22","member attended school during current school year","hh"
"558","hv122_01","educational level during current school year","hh"
"559","hv122_02","educational level during current school year","hh"
"560","hv122_03","educational level during current school year","hh"
"561","hv122_04","educational level during current school year","hh"
"562","hv122_05","educational level during current school year","hh"
"563","hv122_06","educational level during current school year","hh"
"564","hv122_07","educational level during current school year","hh"
"565","hv122_08","educational level during current school year","hh"
"566","hv122_09","educational level during current school year","hh"
"567","hv122_10","educational level during current school year","hh"
"568","hv122_11","educational level during current school year","hh"
"569","hv122_12","educational level during current school year","hh"
"570","hv122_13","educational level during current school year","hh"
"571","hv122_14","educational level during current school year","hh"
"572","hv122_15","educational level during current school year","hh"
"573","hv122_16","educational level during current school year","hh"
"574","hv122_17","educational level during current school year","hh"
"575","hv122_18","educational level during current school year","hh"
"576","hv122_19","educational level during current school year","hh"
"577","hv122_20","educational level during current school year","hh"
"578","hv122_21","educational level during current school year","hh"
"579","hv122_22","educational level during current school year","hh"
"580","hv123_01","grade of education during current school year","hh"
"581","hv123_02","grade of education during current school year","hh"
"582","hv123_03","grade of education during current school year","hh"
"583","hv123_04","grade of education during current school year","hh"
"584","hv123_05","grade of education during current school year","hh"
"585","hv123_06","grade of education during current school year","hh"
"586","hv123_07","grade of education during current school year","hh"
"587","hv123_08","grade of education during current school year","hh"
"588","hv123_09","grade of education during current school year","hh"
"589","hv123_10","grade of education during current school year","hh"
"590","hv123_11","grade of education during current school year","hh"
"591","hv123_12","grade of education during current school year","hh"
"592","hv123_13","grade of education during current school year","hh"
"593","hv123_14","grade of education during current school year","hh"
"594","hv123_15","grade of education during current school year","hh"
"595","hv123_16","grade of education during current school year","hh"
"596","hv123_17","grade of education during current school year","hh"
"597","hv123_18","grade of education during current school year","hh"
"598","hv123_19","grade of education during current school year","hh"
"599","hv123_20","grade of education during current school year","hh"
"600","hv123_21","grade of education during current school year","hh"
"601","hv123_22","grade of education during current school year","hh"
"602","hv124_01","education in single years - current school year","hh"
"603","hv124_02","education in single years - current school year","hh"
"604","hv124_03","education in single years - current school year","hh"
"605","hv124_04","education in single years - current school year","hh"
"606","hv124_05","education in single years - current school year","hh"
"607","hv124_06","education in single years - current school year","hh"
"608","hv124_07","education in single years - current school year","hh"
"609","hv124_08","education in single years - current school year","hh"
"610","hv124_09","education in single years - current school year","hh"
"611","hv124_10","education in single years - current school year","hh"
"612","hv124_11","education in single years - current school year","hh"
"613","hv124_12","education in single years - current school year","hh"
"614","hv124_13","education in single years - current school year","hh"
"615","hv124_14","education in single years - current school year","hh"
"616","hv124_15","education in single years - current school year","hh"
"617","hv124_16","education in single years - current school year","hh"
"618","hv124_17","education in single years - current school year","hh"
"619","hv124_18","education in single years - current school year","hh"
"620","hv124_19","education in single years - current school year","hh"
"621","hv124_20","education in single years - current school year","hh"
"622","hv124_21","education in single years - current school year","hh"
"623","hv124_22","education in single years - current school year","hh"
"624","hv140_01","member has a birth certificate","hh"
"625","hv140_02","member has a birth certificate","hh"
"626","hv140_03","member has a birth certificate","hh"
"627","hv140_04","member has a birth certificate","hh"
"628","hv140_05","member has a birth certificate","hh"
"629","hv140_06","member has a birth certificate","hh"
"630","hv140_07","member has a birth certificate","hh"
"631","hv140_08","member has a birth certificate","hh"
"632","hv140_09","member has a birth certificate","hh"
"633","hv140_10","member has a birth certificate","hh"
"634","hv140_11","member has a birth certificate","hh"
"635","hv140_12","member has a birth certificate","hh"
"636","hv140_13","member has a birth certificate","hh"
"637","hv140_14","member has a birth certificate","hh"
"638","hv140_15","member has a birth certificate","hh"
"639","hv140_16","member has a birth certificate","hh"
"640","hv140_17","member has a birth certificate","hh"
"641","hv140_18","member has a birth certificate","hh"
"642","hv140_19","member has a birth certificate","hh"
"643","hv140_20","member has a birth certificate","hh"
"644","hv140_21","member has a birth certificate","hh"
"645","hv140_22","member has a birth certificate","hh"
"646","idxh4_01","index to household schedule","hh"
"647","idxh4_02","index to household schedule","hh"
"648","idxh4_03","index to household schedule","hh"
"649","idxh4_04","index to household schedule","hh"
"650","idxh4_05","index to household schedule","hh"
"651","idxh4_06","index to household schedule","hh"
"652","idxh4_07","index to household schedule","hh"
"653","idxh4_08","index to household schedule","hh"
"654","idxh4_09","index to household schedule","hh"
"655","idxh4_10","index to household schedule","hh"
"656","idxh4_11","index to household schedule","hh"
"657","idxh4_12","index to household schedule","hh"
"658","idxh4_13","index to household schedule","hh"
"659","idxh4_14","index to household schedule","hh"
"660","idxh4_15","index to household schedule","hh"
"661","idxh4_16","index to household schedule","hh"
"662","idxh4_17","index to household schedule","hh"
"663","idxh4_18","index to household schedule","hh"
"664","idxh4_19","index to household schedule","hh"
"665","idxh4_20","index to household schedule","hh"
"666","idxh4_21","index to household schedule","hh"
"667","idxh4_22","index to household schedule","hh"
"668","sh03_01","relationship to head","hh"
"669","sh03_02","relationship to head","hh"
"670","sh03_03","relationship to head","hh"
"671","sh03_04","relationship to head","hh"
"672","sh03_05","relationship to head","hh"
"673","sh03_06","relationship to head","hh"
"674","sh03_07","relationship to head","hh"
"675","sh03_08","relationship to head","hh"
"676","sh03_09","relationship to head","hh"
"677","sh03_10","relationship to head","hh"
"678","sh03_11","relationship to head","hh"
"679","sh03_12","relationship to head","hh"
"680","sh03_13","relationship to head","hh"
"681","sh03_14","relationship to head","hh"
"682","sh03_15","relationship to head","hh"
"683","sh03_16","relationship to head","hh"
"684","sh03_17","relationship to head","hh"
"685","sh03_18","relationship to head","hh"
"686","sh03_19","relationship to head","hh"
"687","sh03_20","relationship to head","hh"
